Part,Description,List Price,Customer Price,Core Price,Env Charge,Compressed Part
430 1498 20,Brake Rotor,114.01,59.34,0,0,430149820
430 1499 00,Brake Rotor,123.64,65.34,0,0,430149900
600 1597 00,Brake Rotor,72.24,37.72,0,0,600159700
600 1597 50,Brake Rotor,175.62,69.8,0,0,600159750
600 1602 20,Brake Rotor,48.3,20.18,0,0,600160220
600 1605 20,Brake Rotor,87.93,45.9,0,0,600160520
600 1606 50,Brake Rotor,179.28,75.69,0,0,600160650
600 3201 50,Brake Rotor,125.25,52.88,0,0,600320150
610 1191 00,Brake Rotor,69.22,28.47,0,0,610119100
610 1192 20,Brake Rotor,119.78,48.17,0,0,610119220
610 1195 00,Brake Rotor,98.3,51.32,0,0,610119500
610 1197 00,Brake Rotor,79.53,41.51,0,0,610119700
610 1198 00,Brake Rotor,70.01,28.26,0,0,610119800
610 1198 20,Brake Rotor,65.33,34.1,0,0,610119820
600 1159 20,Brake Rotor,94.23,49.17,0,0,600115920
600 3213 20,Brake Rotor,73.29,38.25,0,0,600321320
600 3216 20,Brake Rotor,83.76,43.72,0,0,600321620
600 3243 20,Brake Rotor,167.53,87.43,0,0,600324320
600 3245 20,Brake Rotor,168.88,67.91,0,0,600324520
600 3247 20,Brake Rotor,277.13,144.65,0,0,600324720
600 3248 20,Brake Rotor,277.13,144.65,0,0,600324820
610 1199 20,Brake Rotor,122.36,59.79,0,0,610119920
610 3700 00,Brake Rotor,103.49,41.62,0,0,610370000
600 1003 20,Brake Rotor,132.11,55.77,0,0,600100320
610 3704 00,Brake Rotor,83.86,43.77,0,0,610370400
610 3706 00,Brake Rotor,155.5,81.16,0,0,610370600
610 3707 00,Brake Rotor,183.96,96.01,0,0,610370700
610 3708 00,Brake Rotor,138.13,72.09,0,0,610370800
610 3709 00,Brake Rotor,157.84,82.39,0,0,610370900
610 3710 00,Brake Rotor,118.6,61.9,0,0,610371000
610 3711 20,Brake Rotor,152.64,79.68,0,0,610371120
610 3712 20,Brake Rotor,165.33,86.29,0,0,610371220
610 3713 20,Brake Rotor,102.27,53.38,0,0,610371320
610 3714 20,Brake Rotor,92.91,48.49,0,0,610371420
610 3715 20,Brake Rotor,127.13,66.35,0,0,610371520
610 3717 20,Brake Rotor,177.46,92.62,0,0,610371720
610 3718 20,Brake Rotor,146.46,76.44,0,0,610371820
250 1361 20,Brake Rotor,125.59,65.55,0,0,250136120
460 1580 20,Brake Rotor,335.91,175.33,0,0,460158020
460 1581 20,Brake Rotor,335.91,175.33,0,0,460158120
460 1529 20,Brake Rotor,279,145.63,0,0,460152920
460 1530 20,Brake Rotor,279,145.63,0,0,460153020
460 1576 20,Brake Rotor,319.17,166.59,0,0,460157620
460 1577 20,Brake Rotor,319.17,166.59,0,0,460157720
460 1578 20,Brake Rotor,393.43,205.36,0,0,460157820
460 1579 20,Brake Rotor,393.43,205.36,0,0,460157920
460 1584 75,Brake Rotor,703.47,367.19,0,0,460158475
460 1585 75,Brake Rotor,703.47,367.19,0,0,460158575
460 1586 20,Brake Rotor,334.73,174.73,0,0,460158620
460 1587 20,Brake Rotor,334.73,174.73,0,0,460158720
400 3663 00,Brake Rotor,173.8,90.71,0,0,400366300
400 3664 20,Brake Rotor,172.76,90.17,0,0,400366420
400 3665 20,Brake Rotor,152.87,79.78,0,0,400366520
400 3667 20,Brake Rotor,142,74.11,0,0,400366720
400 3672 20,Brake Rotor,175.9,91.81,0,0,400367220
400 3673 20,Brake Rotor,182.17,95.09,0,0,400367320
400 3674 20,Brake Rotor,164.91,90.69,0,0,400367420
400 3675 20,Brake Rotor,186.96,94.55,0,0,400367520
400 3682 20,Brake Rotor,86.17,46.75,0,0,400368220
400 3683 20,Brake Rotor,165.41,86.34,0,0,400368320
400 3684 20,Brake Rotor,259.64,135.53,0,0,400368420
400 3686 20,Brake Rotor,113.46,59.23,0,0,400368620
400 3689 20,Brake Rotor,182.17,95.09,0,0,400368920
400 3692 20,Brake Rotor,117.74,47.98,0,0,400369220
400 5500 20,Brake Rotor,209.14,109.17,0,0,400550020
400 5501 20,Brake Rotor,178.63,93.24,0,0,400550120
290 2260 20,Brake Rotor,137.69,71.86,0,0,290226020
290 2269 20,Brake Rotor,200.2,104.49,0,0,290226920
290 2270 20,Brake Rotor,211.26,110.27,0,0,290227020
290 2271 20,Brake Rotor,146.99,76.71,0,0,290227120
230.2356.20,Brake Rotor,57.71,23.55,0,0,230235620
230.2365.20,Brake Rotor,101.25,41.31,0,0,230236520
230.2381.20,Brake Rotor,103.28,42.14,0,0,230238120
150 2905 20,Brake Rotor,256.09,133.67,0,0,150290520
150 2905 32,Brake Rotor,491.4,256.48,0,0,150290532
150 2906 20,Brake Rotor,298.17,155.63,0,0,150290620
150 2906 32,Brake Rotor,466.5,243.48,0,0,150290632
150 2907 70,Brake Rotor,864.29,451.12,0,0,150290770
150 2908 70,Brake Rotor,867.26,452.67,0,0,150290870
150 2909 70,Brake Rotor,590.04,330.75,0,0,150290970
150 2910 70,Brake Rotor,668.91,349.15,0,0,150291070
150 2911 20,Brake Rotor,264.69,138.14,0,0,150291120
150 2912 20,Brake Rotor,235.57,122.96,0,0,150291220
150 2912 32,Brake Rotor,485.16,253.24,0,0,150291232
150 2913 20,Brake Rotor,235.57,122.96,0,0,150291320
150 2913 32,Brake Rotor,485.16,253.24,0,0,150291332
150 2914 20,Brake Rotor,373.97,195.2,0,0,150291420
150 2915 20,Brake Rotor,373.97,195.2,0,0,150291520
150 2916 20,Brake Rotor,198.09,103.39,0,0,150291620
150 2919 20,Brake Rotor,193.47,100.98,0,0,150291920
150 2920 20,Brake Rotor,258.54,137.93,0,0,150292020
150 2921 20,Brake Rotor,257.34,134.33,0,0,150292120
150 2922 20,Brake Rotor,248.54,129.72,0,0,150292220
150 2923 20,Brake Rotor,104.27,54.42,0,0,150292320
150 2924 20,Brake Rotor,121.96,63.66,0,0,150292420
150 2926 20,Brake Rotor,120.6,62.95,0,0,150292620
150 2927 20,Brake Rotor,125.2,65.36,0,0,150292720
150 2933 20,Brake Rotor,173.4,90.48,0,0,150293320
150 2934 20,Brake Rotor,218.2,113.88,0,0,150293420
150 2935 32,Brake Rotor,472.73,246.75,0,0,150293532
150 2936 20,Brake Rotor,318.5,166.25,0,0,150293620
150.2936.32,Brake Rotor,489.38,199.67,0,0,150293632
150 2937 20,Brake Rotor,318.5,166.25,0,0,150293720
150.2937.32,Brake Rotor,489.38,199.67,0,0,150293732
150 2938 20,Brake Rotor,158.34,82.65,0,0,150293820
150 2939 20,Brake Rotor,151.4,82.41,0,0,150293920
150.2940.70,Brake Rotor,797.88,325.53,0,0,150294070
150.2941.70,Brake Rotor,797.88,325.53,0,0,150294170
150 2945 32,Brake Rotor,381.73,199.25,0,0,150294532
150.2946.32,Brake Rotor,438.69,178.99,0,0,150294632
150 2949 20,Brake Rotor,261.86,136.68,0,0,150294920
150 2950 20,Brake Rotor,261.86,136.68,0,0,150295020
150.2951.20,Brake Rotor,261.29,106.61,0,0,150295120
150.2952.20,Brake Rotor,283.13,115.52,0,0,150295220
150.2953.20,Brake Rotor,288.9,117.87,0,0,150295320
150.2954.20,Brake Rotor,381.78,155.76,0,0,150295420
150.2955.20,Brake Rotor,372.93,152.15,0,0,150295520
150.2956.20,Brake Rotor,289.46,118.1,0,0,150295620
370.3050.20,Brake Rotor,159.98,70.39,0,0,370305020
370.3053.20,Brake Rotor,137.7,60.59,0,0,370305320
370.3055.20,Brake Rotor,107.33,47.22,0,0,370305520
370.3056.20,Brake Rotor,112.05,49.3,0,0,370305620
440 3123 20,Brake Rotor,85.41,52.61,0,0,440312320
100 3362 20,Brake Rotor,167.53,87.43,0,0,100336220
100 3364 75,Brake Rotor,662.93,346.01,0,0,100336475
100.3365.70,Brake Rotor,966.29,394.24,0,0,100336570
100.3374.75,Brake Rotor,794.54,324.18,0,0,100337475
100 3378 20,Brake Rotor,178,92.9,0,0,100337820
100.3379.20,Brake Rotor,120.83,49.3,0,0,100337920
100.3380.75,Brake Rotor,942.86,384.68,0,0,100338075
100.3382.70,Brake Rotor,1231.67,502.52,0,0,100338270
100.3384.70,Brake Rotor,1050.3,428.52,0,0,100338470
100.3385.70,Brake Rotor,961.74,392.39,0,0,100338570
150.3480.32,Brake Rotor,378,154.22,0,0,150348032
285 3533 20,Brake Rotor,114.77,64.58,0,0,285353320
400.3681.20,Brake Rotor,275.42,112.37,0,0,400368120
400 3696 20,Brake Rotor,303.61,158.48,0,0,400369620
610 3719 20,Brake Rotor,187.91,98.08,0,0,610371920
610 3725 20,Brake Rotor,174.53,91.1,0,0,610372520
610 3728 20,Brake Rotor,138.17,72.11,0,0,610372820
610 3731 20,Brake Rotor,212.39,110.85,0,0,610373120
320 3804 20,Brake Rotor,88.63,38.83,0,0,320380420
320 3811 20,Brake Rotor,96.57,48.43,0,0,320381120
320 3815 20,Brake Rotor,87.14,49.03,0,0,320381520
460.4502.20,Brake Rotor,369.23,150.64,0,0,460450220
460.4503.20,Brake Rotor,369.23,150.64,0,0,460450320
460.4504.20,Brake Rotor,392.31,160.06,0,0,460450420
460.4505.20,Brake Rotor,392.31,160.06,0,0,460450520
460.4508.20,Brake Rotor,354.51,144.64,0,0,460450820
460.4509.20,Brake Rotor,354.51,144.64,0,0,460450920
460.4518.20,Brake Rotor,380.03,155.05,0,0,460451820
460.4519.20,Brake Rotor,380.03,155.05,0,0,460451920
460.4528.75,Brake Rotor,729,297.43,0,0,460452875
460.4529.75,Brake Rotor,729,297.43,0,0,460452975
460.4530.75,Brake Rotor,722.25,294.68,0,0,460453075
460.4531.75,Brake Rotor,722.25,294.68,0,0,460453175
450 5201 20,Brake Rotor,153.75,66.87,0,0,450520120
450 5202 20,Brake Rotor,208.33,108.72,0,0,450520220
450 5203 20,Brake Rotor,169.59,88.52,0,0,450520320
450 5204 20,Brake Rotor,168.74,88.07,0,0,450520420
450 5206 20,Brake Rotor,180.41,94.17,0,0,450520620
450 5207 20,Brake Rotor,141.37,73.81,0,0,450520720
450 5208 20,Brake Rotor,155.4,81.11,0,0,450520820
450 5211 20,Brake Rotor,102.43,53.46,0,0,450521120
450 5212 20,Brake Rotor,240.77,125.66,0,0,450521220
450 5213 20,Brake Rotor,198.1,103.4,0,0,450521320
450 5214 20,Brake Rotor,189.1,98.7,0,0,450521420
450 5215 20,Brake Rotor,115.41,60.24,0,0,450521520
450 5216 20,Brake Rotor,211.16,110.22,0,0,450521620
450 5217 20,Brake Rotor,100.4,58.22,0,0,450521720
450.5225.20,Brake Rotor,282.83,115.39,0,0,450522520
450.5226.20,Brake Rotor,262.58,107.13,0,0,450522620
450.5227.20,Brake Rotor,284.85,116.22,0,0,450522720
450.5228.20,Brake Rotor,214.65,87.58,0,0,450522820
450.5229.20,Brake Rotor,168.08,68.57,0,0,450522920
400.5502.20,Brake Rotor,288.59,117.75,0,0,400550220
400.5504.20,Brake Rotor,275.42,112.37,0,0,400550420
400 5506 20,Brake Rotor,138.2,72.13,0,0,400550620
400 5508 20,Brake Rotor,207.3,108.2,0,0,400550820
400 5511 20,Brake Rotor,124.21,64.83,0,0,400551120
400.5514.20,Brake Rotor,1350.07,550.83,0,0,400551420
400 5516 20,Brake Rotor,335.03,174.87,0,0,400551620
400.5517.20,Brake Rotor,270.27,110.27,0,0,400551720
400.5529.20,Brake Rotor,316.58,129.16,0,0,400552920
400.5531.20,Brake Rotor,209.5,85.48,0,0,400553120
400.5532.20,Brake Rotor,155.93,63.62,0,0,400553220
400.5533.20,Brake Rotor,278.57,113.66,0,0,400553320
400 5543 20,Brake Rotor,100.4,52.41,0,0,400554320
400 6472 20,Brake Rotor,123.54,64.48,0,0,400647220
460 1554 20,Brake Rotor,315.1,164.46,0,0,460155420
460 1555 20,Brake Rotor,315.1,164.46,0,0,460155520
460 1556 20,Brake Rotor,222.81,116.3,0,0,460155620
460 1589 20,Brake Rotor,268.9,140.35,0,0,460158920
460 1590 20,Brake Rotor,268.9,140.35,0,0,460159020
600 1952 20,Brake Drum,87.93,46.14,0,0,600195220
230 2374 20,Brake Rotor,174.9,91.29,0,0,230237420
150 2903 32,Brake Rotor,339.86,177.39,0,0,150290332
150 2911 32,Brake Rotor,405.04,217.39,0,0,150291132
180 3020 20,Brake Rotor,112.74,58.84,0,0,180302020
150 3434 32,Brake Rotor,319.77,172.91,0,0,150343432
150 3468 20,Brake Rotor,251.91,131.48,0,0,150346820
150 3469 20,Brake Rotor,251.91,131.48,0,0,150346920
150 3470 20,Brake Rotor,210.64,109.96,0,0,150347020
150 3471 20,Brake Rotor,210.64,109.96,0,0,150347120
150 3472 20,Brake Rotor,185.93,97.04,0,0,150347220
150 3478 32,Brake Rotor,374.41,201.43,0,0,150347832
150 3479 32,Brake Rotor,374.41,201.43,0,0,150347932
150 3482 32,Brake Rotor,282.11,151.38,0,0,150348232
150 3484 32,Brake Rotor,251.34,143.39,0,0,150348432
150 3490 32,Brake Rotor,298.04,160.01,0,0,150349032
610 3726 20,Brake Rotor,205.86,107.45,0,0,610372620
610 3730 20,Brake Rotor,235.21,122.78,0,0,610373020
460 4500 20,Brake Rotor,332.41,173.5,0,0,460450020
460 4501 20,Brake Rotor,332.41,173.5,0,0,460450120
460 4512 20,Brake Rotor,297.54,155.3,0,0,460451220
460 4513 20,Brake Rotor,297.54,155.3,0,0,460451320
450 5210 20,Brake Rotor,174.27,90.97,0,0,450521020
470 5403 20,Brake Rotor,101.97,57.39,0,0,470540320
190 0402,Actuator - Trunk,131.38,59.82,0,0,1900402
190 0405,Antenna Mast,47.9,27.94,0,0,1900405
190 0408,Window Regulator,207.55,74.1,0,0,1900408
190 0412,Window Regulator,293.08,133.45,0,0,1900412
190 0413,Window Regulator,291.88,132.9,0,0,1900413
HWB0010,Wheel Bolt,8.43,5.04,0,0,HWB0010
190 0404,Jack Pad,32.13,14.97,0,0,1900404
W60528,Wiper Blade,13.9,4.85,0,0,W60528
W60813,Wiper Blade,8.47,3.04,0,0,W60813
W60817,Wiper Blade,9.98,3.56,0,0,W60817
W60820,Wiper Blade,11.21,3.92,0,0,W60820
W60821,Wiper Blade,22.74,7.94,0,0,W60821
W60822,Wiper Blade,12.07,4.02,0,0,W60822
W67816,Wiper Blade,20.09,6.77,0,0,W67816
W67817,Wiper Blade,14.35,4.98,0,0,W67817
W67820,Wiper Blade,20.69,6.96,0,0,W67820
W67821,Wiper Blade,19.87,6.94,0,0,W67821
W67824,Wiper Blade,18.33,6.38,0,0,W67824
W67828,Wiper Blade,30.5,10.14,0,0,W67828
W68213,Wiper Blade,20.56,7.17,0,0,W68213
W68216,Wiper Blade,17.29,5.75,0,0,W68216
W68217,Wiper Blade,24.05,8.12,0,0,W68217
W68219,Wiper Blade,25.89,8.7,0,0,W68219
W68220,Wiper Blade,14.12,4.95,0,0,W68220
W68221,Wiper Blade,24.5,8.56,0,0,W68221
W68222,Wiper Blade,21.12,7.02,0,0,W68222
W68224,Wiper Blade,33.07,11.13,0,0,W68224
W68228,Wiper Blade,30.34,10.1,0,0,W68228
180 0718,Catalytic Converter,552.23,249.73,0,0,1800718
180 0719,Catalytic Converter,485.97,219.77,0,0,1800719
R 12C,Wiper Blade,39.88,24.37,0,0,R12C
R 12D,Wiper Blade,25.1,15.33,0,0,R12D
R 14D,Wiper Blade,35.29,21.56,0,0,R14D
R 14G,Wiper Blade,26.67,16.3,0,0,R14G
R 14H,Wiper Blade,26.56,16.24,0,0,R14H
800 18 1,Wiper Blade,18.94,11.57,0,0,800181
800 19 3,Wiper Blade,38.63,17.61,0,0,800193
800 20 1,Wiper Blade,25.13,15.36,0,0,800201
800 21 1,Wiper Blade,37.85,17.24,0,0,800211
800 21 3,Wiper Blade,28.33,12.9,0,0,800213
800 21 4,Wiper Blade,37.97,23.2,0,0,800214
800 21 8,Wiper Blade,33.3,20.35,0,0,800218
800 22 1,Wiper Blade,26.53,16.21,0,0,800221
800 22 2,Wiper Blade,40.6,24.82,0,0,800222
800 22 3,Wiper Blade,28.03,12.16,0,0,800223
800 22 4,Wiper Blade,46.22,21.05,0,0,800224
800 22 5,Wiper Blade,49.32,22.44,0,0,800225
800 22 9,Wiper Blade,42.49,25.96,0,0,800229
800 2320 1S,Wiper Blade Set,74.31,45.41,0,0,80023201S
800 24 1,Wiper Blade,53.44,24.34,0,0,800241
800 24 4,Wiper Blade,57.3,26.09,0,0,800244
800 24 7,Wiper Blade,53.47,32.68,0,0,800247
800 24 9,Wiper Blade,41.71,25.49,0,0,800249
800 26 4,Wiper Blade,54.75,24.94,0,0,800264
800 26 5,Wiper Blade,48.08,29.38,0,0,800265
900 16 1B,Wiper Blade,30.34,18.54,0,0,900161B
900 17 1B,Wiper Blade,30.34,18.54,0,0,900171B
900 19 1B,Wiper Blade,30.38,18.57,0,0,900191B
900 24 1B,Wiper Blade,38.5,23.53,0,0,900241B
900 18 5B,Wiper Blade,36.88,22.54,0,0,900185B
900 19 6B,Wiper Blade,39.12,17.81,0,0,900196B
900 20 6B,Wiper Blade,43.92,20,0,0,900206B
900 20 7B,Wiper Blade,44.19,20.12,0,0,900207B
900 21 5B,Wiper Blade,44.63,19.73,0,0,900215B
900 21 6B,Wiper Blade,42.2,19.22,0,0,900216B
900 21 8B,Wiper Blade,40.57,24.79,0,0,900218B
900 22 5B,Wiper Blade,42.89,26.21,0,0,900225B
900 22 6B,Wiper Blade,38.37,23.45,0,0,900226B
900 22 8B,Wiper Blade,45.79,20.86,0,0,900228B
900 23 5B,Wiper Blade,43.83,19.97,0,0,900235B
900 23 6B,Wiper Blade,59.82,36.55,0,0,900236B
900 24 10B,Wiper Blade,55.54,33.94,0,0,9002410B
900 24 2B,Wiper Blade,36.3,22.18,0,0,900242B
900 24 5B,Wiper Blade,54.13,33.08,0,0,900245B
900 24 6B,Wiper Blade,49.22,22.41,0,0,900246B
900 24 8B,Wiper Blade,49.21,30.07,0,0,900248B
900 24 9B,Wiper Blade,45.98,20.93,0,0,900249B
900 26 1B,Wiper Blade,37.06,22.65,0,0,900261B
900 26 5B,Wiper Blade,53.57,32.74,0,0,900265B
900 26 6B,Wiper Blade,56.1,25.55,0,0,900266B
900 26 8B,Wiper Blade,69.72,42.6,0,0,900268B
900 28 8B,Wiper Blade,53.26,32.55,0,0,900288B
DLT 006,Door Lock Assembly,424.27,238.82,0,0,DLT006
DLT 007,Door Lock Assembly,482.13,271.39,0,0,DLT007
DLT 020,Door Lock Assembly,460.56,259.24,0,0,DLT020
DLT 024,Door Lock Assembly,482.13,271.39,0,0,DLT024
DLT 025,Door Lock Assembly,453.39,255.21,0,0,DLT025
DLT 028,Door Lock Assembly,417.23,234.85,0,0,DLT028
DLT 031,Door Lock Assembly,482.13,271.39,0,0,DLT031
DLT 032,Door Lock Assembly,453.39,255.21,0,0,DLT032
DLT 038,Door Lock Assembly,375.34,211.28,0,0,DLT038
DLT 045,Door Lock Assembly,479.41,269.86,0,0,DLT045
180 0420,DEF Tank,2454.97,1798.6,0,0,1800420
180 0421,DEF Filter Kit,96.68,56.2,0,0,1800421
180 0422,DEF Transfer Pump,601.76,452.99,0,0,1800422
180 0501,Exhaust Manifold,114.66,38.48,0,0,1800501
180 0711,Catalytic Converter,734.39,424.11,0,0,1800711
180 0715,Catalytic Converter,642.18,370.85,0,0,1800715
180 0716,Catalytic Converter,1134.51,513.05,0,0,1800716
180 0720,Catalytic Converter,678.33,391.73,0,0,1800720
180 0721,Catalytic Converter,899.18,519.28,0,0,1800721
180 0900,Catalytic Converter,462.65,206.55,0,0,1800900
180 1307,Catalytic Converter,890.97,413.53,0,0,1801307
180 1308,Catalytic Converter,808.24,424.36,0,0,1801308
180 1309,Catalytic Converter,982.61,456.08,0,0,1801309
180 1310,Catalytic Converter,982.61,456.08,0,0,1801310
180 2410,Catalytic Converter,524.84,304.15,0,0,1802410
180 2411,Catalytic Converter,723.36,417.74,0,0,1802411
180 2412,Catalytic Converter,712.76,411.62,0,0,1802412
180 2414,Catalytic Converter,680.17,392.8,0,0,1802414
180 2418,Catalytic Converter,920.84,531.78,0,0,1802418
180 2700,Catalytic Converter,726.05,419.3,0,0,1802700
180 2701,Catalytic Converter,639.44,369.28,0,0,1802701
180 2702,Catalytic Converter,428.59,247.51,0,0,1802702
180 2706,Catalytic Converter,597.86,345.27,0,0,1802706
180 2707,Exhaust Pipe,262.06,147.52,0,0,1802707
180 2708,Exhaust Pipe,314.91,146.18,0,0,1802708
180 2710,Exhaust Pipe,325.44,170.85,0,0,1802710
180 2711,Catalytic Converter,597.1,344.83,0,0,1802711
180 2712,Catalytic Converter,568.49,284.28,0,0,1802712
180 2715,Catalytic Converter,638.57,368.78,0,0,1802715
180 2717,Catalytic Converter,670.36,311.16,0,0,1802717
180 2718,Catalytic Converter,547.85,254.29,0,0,1802718
180 2724,DEF Transfer Pump,580,388.85,0,0,1802724
180 2725,Exhaust Clamp,34.02,14.42,0,0,1802725
180 2726,Muffler,460.94,303.36,0,0,1802726
180 2801,Exhaust Manifold,439.94,247.63,0,0,1802801
180 2802,Muffler Bracket,28.49,16.03,0,0,1802802
180 2907,Catalytic Converter,424.92,197.23,0,0,1802907
180 2910,Catalytic Converter,575.36,260.18,0,0,1802910
180 2911,Catalytic Converter,329.33,152.87,0,0,1802911
180 2912,Catalytic Converter,555.76,320.95,0,0,1802912
180 37431,Catalytic Converter,247.95,130.19,0,0,18037431
180 53124,Catalytic Converter,1282.2,721.72,0,0,18053124
180 53125,Catalytic Converter,1282.2,721.72,0,0,18053125
180 53126,Catalytic Converter,1282.2,721.72,0,0,18053126
BMW71450,Catalytic Converter,1029.15,465.4,0,0,BMW71450
BMW71461,Catalytic Converter,773.12,349.62,0,0,BMW71461
MIT2490,Catalytic Converter,893.09,403.88,0,0,MIT2490
MIT2498A,Catalytic Converter,740.07,334.68,0,0,MIT2498A
NIS2519D,Catalytic Converter,597.56,270.24,0,0,NIS2519D
FOR22501,Catalytic Converter,793.65,358.91,0,0,FOR22501
JAG1953R,Catalytic Converter,686.04,310.24,0,0,JAG1953R
MAZ72169,Catalytic Converter,963.21,435.59,0,0,MAZ72169
MAZ2111R,Catalytic Converter,1329.79,601.36,0,0,MAZ2111R
MB2213D,Catalytic Converter,1351.81,611.33,0,0,MB2213D
MB2274D,Catalytic Converter,1161.54,525.27,0,0,MB2274D
MB2274P,Catalytic Converter,1174.77,531.26,0,0,MB2274P
MB2287P,Catalytic Converter,1184.88,535.83,0,0,MB2287P
MB2296,Catalytic Converter,1262.95,571.13,0,0,MB2296
MB5204,Catalytic Converter,1467.79,663.77,0,0,MB5204
MB72299D,Catalytic Converter,1129.36,501.94,0,0,MB72299D
MB72299P,Catalytic Converter,1153.49,521.63,0,0,MB72299P
CR20910,Catalytic Converter,2159.42,976.54,0,0,CR20910
MB72200A,Catalytic Converter,1443.18,652.64,0,0,MB72200A
ROV1110,Catalytic Converter,682.37,308.58,0,0,ROV1110
ROV1110A,Exhaust Pipe,270.03,122.11,0,0,ROV1110A
ROV1111,Catalytic Converter,915.11,413.83,0,0,ROV1111
SA2939,Catalytic Converter,1036.31,468.64,0,0,SA2939
AU71360B,Catalytic Converter,677.48,306.37,0,0,AU71360B
AU71379A,Catalytic Converter,1083.96,490.19,0,0,AU71379A
AU71352,Catalytic Converter,828.85,374.83,0,0,AU71352
AU71309D,Catalytic Converter,1017.77,460.25,0,0,AU71309D
AU71309P,Catalytic Converter,1110.65,502.26,0,0,AU71309P
AU71324D,Catalytic Converter,1145.26,517.91,0,0,AU71324D
AU71324P,Catalytic Converter,1107.89,501.02,0,0,AU71324P
AU71383P,Catalytic Converter,1038.88,469.8,0,0,AU71383P
AU71382D,Catalytic Converter,1036.89,468.91,0,0,AU71382D
AU71382P,Catalytic Converter,1036.89,468.91,0,0,AU71382P
VW73454,Catalytic Converter,1044.41,472.31,0,0,VW73454
VW73450,Catalytic Converter,878.04,397.07,0,0,VW73450
AU71376D,Catalytic Converter,924.97,418.3,0,0,AU71376D
AU1322P,Catalytic Converter,858.84,388.39,0,0,AU1322P
AU1322D,Catalytic Converter,844.53,381.92,0,0,AU1322D
AU1303,Catalytic Converter,371.16,167.85,0,0,AU1303
AU1355P,Catalytic Converter,826.44,373.74,0,0,AU1355P
AU71308A,Catalytic Converter,1335.99,604.16,0,0,AU71308A
AU71308,Catalytic Converter,1163.16,526.01,0,0,AU71308
VW73440A,Catalytic Converter,935.02,422.84,0,0,VW73440A
VW3458,Catalytic Converter,813.6,367.93,0,0,VW3458
PO2618B,Catalytic Converter,1104.93,499.68,0,0,PO2618B
VO3527,Catalytic Converter,1222.76,552.96,0,0,VO3527
VO93541A,Catalytic Converter,868.44,392.73,0,0,VO93541A
HON1692R,Catalytic Converter,680.95,307.95,0,0,HON1692R
ACU71001,Catalytic Converter,734.14,331.99,0,0,ACU71001
HON1691,Catalytic Converter,757.88,342.73,0,0,HON1691
SUB3031R,Catalytic Converter,569.71,257.63,0,0,SUB3031R
HY1702,Catalytic Converter,894.13,404.35,0,0,HY1702
HY1702B,Catalytic Converter,666.06,301.21,0,0,HY1702B
HY1702C,Catalytic Converter,623.84,282.12,0,0,HY1702C
HY1705P,Catalytic Converter,1164.09,526.43,0,0,HY1705P
SUZ3110,Catalytic Converter,650.11,294,0,0,SUZ3110
SUZ3113,Catalytic Converter,893.35,404,0,0,SUZ3113
SUZ3114,Catalytic Converter,977.45,442.02,0,0,SUZ3114
KIA4026,Catalytic Converter,597.21,270.07,0,0,KIA4026
183 0401,Gasket - Exhaust,6.31,2.71,0,0,1830401
183 0403,Exhaust Hanger,7.73,4.58,0,0,1830403
183 0408,Exhaust Hanger,6.97,3.92,0,0,1830408
183 0412,Exhaust Hardware Kit,97.61,43.15,0,0,1830412
183 2101,Exhaust Hanger,1.78,0.78,0,0,1832101
183 2804,Exhaust Hanger,5.31,2.21,0,0,1832804
183 2810,Exhaust Hanger Kit,219.33,127.94,0,0,1832810
184 0401,Turbocharger,2342.5,1318.56,0,0,1840401
184 0402,Turbocharger,2342.5,1318.56,0,0,1840402
184 0403,Turbocharger,2910.86,1915.67,0,0,1840403
184 0404,Turbocharger,4461.86,2511.52,0,0,1840404
184 0501,Turbocharger,2731.15,1278.33,0,0,1840501
184 0502,Turbocharger,5148.16,2897.84,0,0,1840502
184 1400,Turbocharger,3756.9,2472.47,0,0,1841400
184 2702,Turbocharger,1352.74,597.98,0,0,1842702
184 2707,Turbocharger,2015.25,908.67,0,0,1842707
184 3003,Turbocharger,1753.47,792.96,0,0,1843003
184 3004,Turbocharger,2412.59,1358.02,0,0,1843004
184 3009,Turbocharger,2020.06,1179.62,0,0,1843009
184 3401,Turbocharger,2247.14,1264.88,0,0,1843401
185 0401,Oil Supply Pipe,120,90.5,0,0,1850401
185 0402,Oil Return Pipe,120,90.5,0,0,1850402
185 1401,Oil Line,143.23,98.98,0,0,1851401
185 1402,Oil Line,77.85,61.11,0,0,1851402
185 1403,Oil Line,106.92,75.25,0,0,1851403
185 2701,Actuator - Turbo,178.69,100.57,0,0,1852701
185 2702,Actuator - Turbo,177.97,82.09,0,0,1852702
185 2703,Turbo Mounting Kit,180.57,82.23,0,0,1852703
185 2704,Turbo Mounting Kit,216.91,122.1,0,0,1852704
185 2707,Turbocharger Oil Line,145.69,101.95,0,0,1852707
185 2708,Turbocharger Oil Line,169.67,109.22,0,0,1852708
185 2709,Turbocharger Clamp,34.95,19.1,0,0,1852709
185 3401,Turbocharger Oil Line,60.84,34.25,0,0,1853401
